source,target
Q9SPL3,response to biotic stimulus
Q9SPL3,response to fungus
Q9SPL3,IgE binding
Q9SPL3,immunoglobulin binding
Q9SPL3,response to external biotic stimulus
Q9SPL3,biological process involved in interspecies interaction between organisms
Q9SPL3,protein-containing complex binding
Q9SPL3,defense response to fungus
Q9SPL3,response to stimulus
Q9SPL3,response to other organism
Q9SPL3,defense response to other organism
Q5C8U4,response to stress
Q5C8U4,defense response
Q5C8U4,biological_process
Q5C8U4,response to external stimulus
Q5C8U4,response to biotic stimulus
Q5C8U4,response to virus
Q5C8U4,response to external biotic stimulus
Q5C8U4,biological process involved in interspecies interaction between organisms
Q5C8U4,response to stimulus
Q5C8U4,defense response to virus
Q5C8U4,response to other organism
Q5C8U4,defense response to other organism
Q5C8U4,defense response to symbiont
A0A0D9R447,biological_process
A0A0D9R447,regulation of protein binding
A0A0D9R447,regulation of binding
A0A0D9R447,biological regulation
A0A0D9R447,regulation of molecular function
Q5C8U3,response to stress
Q5C8U3,defense response
Q5C8U3,biological_process
Q5C8U3,response to external stimulus
Q5C8U3,response to biotic stimulus
Q5C8U3,response to virus
Q5C8U3,response to external biotic stimulus
Q5C8U3,biological process involved in interspecies interaction between organisms
Q5C8U3,response to stimulus
Q5C8U3,defense response to virus
Q5C8U3,response to other organism
Q5C8U3,defense response to other organism
Q5C8U3,defense response to symbiont
Q564A5,molecular_function
Q564A5,cellular_component
Q564A5,extracellular region
Q564A5,cellular anatomical entity
Q564A5,pore-forming activity
C0KWV4,alcohol metabolic process
C0KWV4,lipid metabolic process
C0KWV4,isoprenoid metabolic process
C0KWV4,terpenoid metabolic process
C0KWV4,biological_process
C0KWV4,metabolic process
C0KWV4,isoprenoid biosynthetic process
C0KWV4,lipid biosynthetic process
C0KWV4,biosynthetic process
C0KWV4,cellular process
C0KWV4,polyprenol metabolic process
C0KWV4,polyprenol biosynthetic process
C0KWV4,monoterpenoid metabolic process
C0KWV4,monoterpenoid biosynthetic process
C0KWV4,terpenoid biosynthetic process
C0KWV4,primary alcohol metabolic process
C0KWV4,primary alcohol biosynthetic process
C0KWV4,cellular metabolic process
C0KWV4,primary metabolic process
C0KWV4,cellular biosynthetic process
C0KWV4,cellular lipid metabolic process
C0KWV4,small molecule metabolic process
C0KWV4,small molecule biosynthetic process
C0KWV4,alcohol biosynthetic process
C0KWV4,organic substance metabolic process
C0KWV4,olefinic compound metabolic process
C0KWV4,olefinic compound biosynthetic process
C0KWV4,organic substance biosynthetic process
C0KWV4,organic hydroxy compound metabolic process
C0KWV4,organic hydroxy compound biosynthetic process
C0KWV4,geraniol metabolic process
C0KWV4,geraniol biosynthetic process
Q6L6S1,molecular_function
Q6L6S1,catalytic activity
Q6L6S1,"hydrolase activity, hydrolyzing O-glycosyl compounds"
Q6L6S1,cellular_component
Q6L6S1,extracellular region
Q6L6S1,lipid metabolic process
Q6L6S1,membrane lipid metabolic process
Q6L6S1,glycolipid metabolic process
Q6L6S1,sphingolipid metabolic process
Q6L6S1,glycosphingolipid metabolic process
Q6L6S1,nitrogen compound metabolic process
Q6L6S1,biological_process
Q6L6S1,metabolic process
Q6L6S1,catabolic process
Q6L6S1,cellular process
Q6L6S1,lipid catabolic process
Q6L6S1,hydrolase activity
Q6L6S1,"hydrolase activity, acting on glycosyl bonds"
Q6L6S1,glycolipid catabolic process
Q6L6S1,sphingolipid catabolic process
Q6L6S1,cellular metabolic process
Q6L6S1,primary metabolic process
Q6L6S1,cellular lipid catabolic process
Q6L6S1,cellular catabolic process
Q6L6S1,cellular lipid metabolic process
Q6L6S1,membrane lipid catabolic process
Q6L6S1,glycosphingolipid catabolic process
Q6L6S1,endoglycosylceramidase activity
Q6L6S1,organic substance metabolic process
Q6L6S1,cellular anatomical entity
Q6L6S1,carbohydrate derivative metabolic process
Q6L6S1,carbohydrate derivative catabolic process
Q6L6S1,organonitrogen compound metabolic process
Q6L6S1,organonitrogen compound catabolic process
Q6L6S1,organic substance catabolic process
Q6L6S1,liposaccharide metabolic process
P42212,generation of precursor metabolites and energy
P42212,biological_process
P42212,metabolic process
P42212,bioluminescence
P42212,cellular process
P42212,cellular metabolic process
Q2TDY4,molecular_function
Q2TDY4,catalytic activity
Q2TDY4,binding
Q2TDY4,iron ion binding
Q2TDY4,organic acid metabolic process
Q2TDY4,nitrogen compound metabolic process
Q2TDY4,biological_process
Q2TDY4,metabolic process
Q2TDY4,catabolic process
Q2TDY4,cellular process
Q2TDY4,organic acid catabolic process
Q2TDY4,oxidoreductase activity
Q2TDY4,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
Q2TDY4,2-oxoglutarate-dependent dioxygenase activity
Q2TDY4,carboxylic acid metabolic process
Q2TDY4,monocarboxylic acid metabolic process
Q2TDY4,ectoine metabolic process
Q2TDY4,ectoine catabolic process
Q2TDY4,ion binding
Q2TDY4,cation binding
Q2TDY4,oxoacid metabolic process
Q2TDY4,cellular metabolic process
Q2TDY4,cellular catabolic process
Q2TDY4,small molecule metabolic process
Q2TDY4,small molecule catabolic process
Q2TDY4,carboxylic acid catabolic process
Q2TDY4,heterocycle metabolic process
Q2TDY4,heterocycle catabolic process
Q2TDY4,metal ion binding
Q2TDY4,transition metal ion binding
Q2TDY4,dioxygenase activity
Q2TDY4,organic substance metabolic process
Q2TDY4,monocarboxylic acid catabolic process
Q2TDY4,organic cyclic compound metabolic process
Q2TDY4,organic cyclic compound catabolic process
Q2TDY4,organonitrogen compound metabolic process
Q2TDY4,organonitrogen compound catabolic process
Q2TDY4,organic substance catabolic process
E2BJ30,reproduction
E2BJ30,system process
E2BJ30,molecular_function
E2BJ30,transmembrane signaling receptor activity
E2BJ30,olfactory receptor activity
E2BJ30,multicellular organism development
E2BJ30,imaginal disc development
E2BJ30,antennal development
E2BJ30,sensory perception
E2BJ30,sensory perception of chemical stimulus
E2BJ30,sensory perception of smell
E2BJ30,behavior
E2BJ30,mating behavior
E2BJ30,chemosensory behavior
E2BJ30,biological_process
E2BJ30,detection of chemical stimulus
E2BJ30,anatomical structure morphogenesis
E2BJ30,response to organic substance
E2BJ30,reproductive behavior
E2BJ30,response to pheromone
E2BJ30,reproductive process
E2BJ30,multicellular organismal process
E2BJ30,developmental process
E2BJ30,multicellular organism reproduction
E2BJ30,appendage morphogenesis
E2BJ30,imaginal disc-derived appendage morphogenesis
E2BJ30,social behavior
E2BJ30,eye-antennal disc development
E2BJ30,signaling receptor activity
E2BJ30,olfactory behavior
E2BJ30,response to chemical
E2BJ30,detection of pheromone
E2BJ30,animal organ development
E2BJ30,appendage development
E2BJ30,imaginal disc-derived appendage development
E2BJ30,anatomical structure development
E2BJ30,nervous system process
E2BJ30,response to stimulus
E2BJ30,detection of stimulus involved in sensory perception
E2BJ30,detection of chemical stimulus involved in sensory perception
E2BJ30,detection of chemical stimulus involved in sensory perception of smell
E2BJ30,detection of stimulus
E2BJ30,biological process involved in intraspecies interaction between organisms
E2BJ30,molecular transducer activity
P86862,molecular_function
P86862,enzyme inhibitor activity
P86862,endopeptidase inhibitor activity
P86862,serine-type endopeptidase inhibitor activity
P86862,ion channel inhibitor activity
P86862,potassium channel regulator activity
P86862,channel regulator activity
P86862,channel inhibitor activity
P86862,potassium channel inhibitor activity
P86862,enzyme regulator activity
P86862,peptidase inhibitor activity
P86862,peptidase regulator activity
P86862,endopeptidase regulator activity
P86862,molecular function regulator activity
P86862,ion channel regulator activity
P86862,molecular function inhibitor activity
A0A1R3S3A8,cellular_component
A0A1R3S3A8,extracellular region
A0A1R3S3A8,cellular anatomical entity
P0CG45,molecular_function
P0CG45,ion channel inhibitor activity
P0CG45,potassium channel regulator activity
P0CG45,channel regulator activity
P0CG45,channel inhibitor activity
P0CG45,potassium channel inhibitor activity
P0CG45,molecular function regulator activity
P0CG45,ion channel regulator activity
P0CG45,molecular function inhibitor activity
P07845,molecular_function
P07845,binding
P07845,protein binding
P07845,identical protein binding
Q00869,molecular_function
Q00869,catalytic activity
Q00869,peptide metabolic process
Q00869,nitrogen compound metabolic process
Q00869,biological_process
Q00869,metabolic process
Q00869,methyltransferase activity
Q00869,biosynthetic process
Q00869,cellular process
Q00869,transferase activity
Q00869,"transferase activity, transferring one-carbon groups"
Q00869,nonribosomal peptide biosynthetic process
Q00869,cellular nitrogen compound metabolic process
Q00869,peptide biosynthetic process
Q00869,amide metabolic process
Q00869,amide biosynthetic process
Q00869,cellular metabolic process
Q00869,cellular biosynthetic process
Q00869,cellular nitrogen compound biosynthetic process
Q00869,organic substance metabolic process
Q00869,organonitrogen compound metabolic process
Q00869,organonitrogen compound biosynthetic process
Q00869,organic substance biosynthetic process
A7BHQ9,molecular_function
A7BHQ9,catalytic activity
A7BHQ9,monooxygenase activity
A7BHQ9,tyrosinase activity
A7BHQ9,binding
A7BHQ9,copper ion binding
A7BHQ9,oxidoreductase activity
A7BHQ9,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
A7BHQ9,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen"
A7BHQ9,ion binding
A7BHQ9,cation binding
A7BHQ9,metal ion binding
A7BHQ9,transition metal ion binding
P85045,molecular_function
P85045,lysozyme activity
P85045,catalytic activity
P85045,"hydrolase activity, hydrolyzing O-glycosyl compounds"
P85045,cellular_component
P85045,extracellular region
P85045,response to stress
P85045,defense response
P85045,biological_process
P85045,response to external stimulus
P85045,response to biotic stimulus
P85045,response to bacterium
P85045,hydrolase activity
P85045,"hydrolase activity, acting on glycosyl bonds"
P85045,defense response to bacterium
P85045,response to external biotic stimulus
P85045,biological process involved in interspecies interaction between organisms
P85045,defense response to Gram-negative bacterium
P85045,defense response to Gram-positive bacterium
P85045,response to stimulus
P85045,response to other organism
P85045,peptidoglycan muralytic activity
P85045,defense response to other organism
P85045,cellular anatomical entity
Q0MWV8,response to stress
Q0MWV8,defense response
Q0MWV8,biological_process
Q0MWV8,response to external stimulus
Q0MWV8,response to biotic stimulus
Q0MWV8,response to bacterium
Q0MWV8,defense response to bacterium
Q0MWV8,response to external biotic stimulus
Q0MWV8,biological process involved in interspecies interaction between organisms
Q0MWV8,response to stimulus
Q0MWV8,response to other organism
Q0MWV8,defense response to other organism
P20092,molecular_function
P20092,catalytic activity
P20092,N-acetyltransferase activity
P20092,biological_process
P20092,acetyltransferase activity
P20092,N-acyltransferase activity
P20092,transferase activity
P20092,acyltransferase activity
P20092,"acyltransferase activity, transferring groups other than amino-acyl groups"
P20092,aminoglycoside N-acetyltransferase activity
P20092,response to chemical
P20092,response to antibiotic
P20092,aminoglycoside 6'-N-acetyltransferase activity
P20092,response to stimulus
P07268,proteolysis
P07268,nitrogen compound metabolic process
P07268,biological_process
P07268,metabolic process
P07268,protein metabolic process
P07268,macromolecule metabolic process
P07268,primary metabolic process
P07268,organic substance metabolic process
P07268,organonitrogen compound metabolic process
A0A3Q0KR05,reproduction
A0A3Q0KR05,developmental process involved in reproduction
A0A3Q0KR05,molecular_function
A0A3Q0KR05,catalytic activity
A0A3Q0KR05,beta-alanyl amine synthase activity
A0A3Q0KR05,organic acid metabolic process
A0A3Q0KR05,peptide metabolic process
A0A3Q0KR05,amino acid metabolic process
A0A3Q0KR05,nitrogen compound metabolic process
A0A3Q0KR05,multicellular organism development
A0A3Q0KR05,sex differentiation
A0A3Q0KR05,biological_process
A0A3Q0KR05,metabolic process
A0A3Q0KR05,biosynthetic process
A0A3Q0KR05,cellular process
A0A3Q0KR05,ligase activity
A0A3Q0KR05,"ligase activity, forming carbon-nitrogen bonds"
A0A3Q0KR05,nonribosomal peptide biosynthetic process
A0A3Q0KR05,carboxylic acid metabolic process
A0A3Q0KR05,reproductive process
A0A3Q0KR05,female genitalia development
A0A3Q0KR05,multicellular organismal process
A0A3Q0KR05,developmental process
A0A3Q0KR05,cellular nitrogen compound metabolic process
A0A3Q0KR05,amino acid activation
A0A3Q0KR05,amino acid activation for nonribosomal peptide biosynthetic process
A0A3Q0KR05,amino acid adenylylation by nonribosomal peptide synthase
A0A3Q0KR05,peptide biosynthetic process
A0A3Q0KR05,oxoacid metabolic process
A0A3Q0KR05,amide metabolic process
A0A3Q0KR05,amide biosynthetic process
A0A3Q0KR05,cellular metabolic process
A0A3Q0KR05,primary metabolic process
A0A3Q0KR05,cellular biosynthetic process
A0A3Q0KR05,cellular nitrogen compound biosynthetic process
A0A3Q0KR05,small molecule metabolic process
A0A3Q0KR05,female sex differentiation
A0A3Q0KR05,animal organ development
A0A3Q0KR05,reproductive structure development
A0A3Q0KR05,system development
A0A3Q0KR05,genitalia development
A0A3Q0KR05,anatomical structure development
A0A3Q0KR05,reproductive system development
A0A3Q0KR05,organic substance metabolic process
A0A3Q0KR05,organonitrogen compound metabolic process
A0A3Q0KR05,organonitrogen compound biosynthetic process
A0A3Q0KR05,organic substance biosynthetic process
Q9NIG5,molecular_function
Q9NIG5,binding
Q9NIG5,protein binding
Q9NIG5,identical protein binding
F1C7I4,molecular_function
F1C7I4,catalytic activity
F1C7I4,binding
F1C7I4,protein binding
F1C7I4,cellular_component
F1C7I4,intracellular anatomical structure
F1C7I4,cytoplasm
F1C7I4,organic acid metabolic process
F1C7I4,malate metabolic process
F1C7I4,nucleobase-containing compound metabolic process
F1C7I4,purine nucleotide metabolic process
F1C7I4,cellular aromatic compound metabolic process
F1C7I4,NADH metabolic process
F1C7I4,nucleoside phosphate metabolic process
F1C7I4,phosphorus metabolic process
F1C7I4,phosphate-containing compound metabolic process
F1C7I4,nitrogen compound metabolic process
F1C7I4,biological_process
F1C7I4,metabolic process
F1C7I4,nucleotide metabolic process
